client_id,round,Data_Distribution,Computation_Time,Quality_Factor
client_14,7,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.175802230834961,0.9315999746322632
client_15,7,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.217801570892334,0.9302999973297119
client_16,7,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.2092015743255615,0.9323999881744385
client_17,7,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.2284142971038818,0.9330000281333923
client_18,7,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.2496562004089355,0.9315999746322632
client_19,7,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.1368496417999268,0.9322999715805054
client_20,7,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.2502706050872803,0.9318000078201294
client_1,8,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5405833721160889,0.9319999814033508
client_2,8,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.49674201011657715,0.9251000285148621
client_3,8,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6946103572845459,0.9334999918937683
client_4,8,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.4359865188598633,0.9350000023841858
client_5,8,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.596740484237671,0.9345999956130981
client_6,8,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.22121262550354,0.9333999752998352
client_7,8,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.1933114528656006,0.9355999827384949
client_8,8,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.2296955585479736,0.9334999918937683
client_9,8,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.2143328189849854,0.9294999837875366
client_10,8,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.1761493682861328,0.9345999956130981
client_11,8,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.2365837097167969,0.9320999979972839
client_12,8,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.1402723789215088,0.930899977684021
client_13,8,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.2639446258544922,0.9312000274658203
client_14,8,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.2681808471679688,0.9345999956130981
client_15,8,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.1819984912872314,0.932699978351593
client_16,8,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.2486133575439453,0.9368000030517578
client_17,8,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.1586792469024658,0.9352999925613403
client_18,8,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.2205917835235596,0.9341999888420105
client_19,8,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.2129673957824707,0.9333000183105469
client_20,8,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.2031583786010742,0.933899998664856
client_1,9,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5807662010192871,0.9348000288009644
client_2,9,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.4851040840148926,0.9283999800682068
client_3,9,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6718719005584717,0.9358000159263611
client_4,9,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.4492330551147461,0.9388999938964844
client_5,9,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.5799412727355957,0.9383000135421753
client_6,9,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.2016849517822266,0.9362999796867371
client_7,9,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.2408604621887207,0.9380000233650208
client_8,9,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.1431300640106201,0.9376000165939331
client_9,9,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.2353012561798096,0.9314000010490417
client_10,9,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.171950340270996,0.9373999834060669
client_11,9,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.2848012447357178,0.935699999332428
client_12,9,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.2344880104064941,0.9329000115394592
client_13,9,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.1419148445129395,0.9343000054359436
client_14,9,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.258448839187622,0.9376999735832214
client_15,9,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.1705987453460693,0.9351000189781189
client_16,9,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.2074897289276123,0.9394999742507935
client_17,9,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.2465319633483887,0.9366999864578247
client_18,9,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.1640598773956299,0.9376000165939331
client_19,9,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.242159366607666,0.9348999857902527
client_20,9,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.1837141513824463,0.9375
client_1,10,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5781571865081787,0.9380000233650208
client_2,10,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.4616425037384033,0.9318000078201294
client_3,10,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6835310459136963,0.9380999803543091
client_4,10,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.47574400901794434,0.941100001335144
client_5,10,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.646414041519165,0.9412999749183655
client_6,10,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.1544654369354248,0.9386000037193298
client_7,10,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.2213990688323975,0.9398999810218811
client_8,10,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.1754419803619385,0.9391999840736389
client_9,10,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.2037572860717773,0.9340000152587891
client_10,10,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.297755479812622,0.9404000043869019
client_11,10,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.179481029510498,0.9373999834060669
client_12,10,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.2467751502990723,0.9347000122070312
client_13,10,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.20444917678833,0.9372000098228455
client_14,10,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.1822476387023926,0.9401000142097473
client_15,10,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.2279555797576904,0.9372000098228455
client_16,10,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.1601743698120117,0.9416000247001648
client_17,10,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.475586175918579,0.9398000240325928
client_18,10,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.217167854309082,0.9398000240325928
client_19,10,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.1649680137634277,0.9380000233650208
client_20,10,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.213277816772461,0.939300000667572
client_1,11,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5944879055023193,0.9409999847412109
client_2,11,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.49951767921447754,0.9355999827384949
client_3,11,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.778048038482666,0.9402999877929688
client_4,11,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.41525745391845703,0.9426000118255615
client_5,11,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.6031782627105713,0.9433000087738037
client_6,11,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.2237169742584229,0.9415000081062317
client_7,11,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.1524341106414795,0.9416000247001648
client_8,11,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.229435682296753,0.9417999982833862
client_9,11,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.1750469207763672,0.9352999925613403
client_10,11,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.2145531177520752,0.9416999816894531
client_11,11,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.2089252471923828,0.9404000043869019
client_12,11,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.158475399017334,0.9362999796867371
client_13,11,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.249993085861206,0.9395999908447266
client_14,11,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.1451599597930908,0.9416999816894531
client_15,11,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.21224045753479,0.9398000240325928
client_16,11,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.2353191375732422,0.9434000253677368
client_17,11,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.2201340198516846,0.9419000148773193
client_18,11,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.2619822025299072,0.9420999884605408
client_19,11,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.1713097095489502,0.9409999847412109
client_20,11,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.233586311340332,0.9419000148773193
client_1,12,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5456163883209229,0.942799985408783
client_2,12,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.49174046516418457,0.9372000098228455
client_3,12,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6973834037780762,0.9420999884605408
client_4,12,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.48395419120788574,0.9441999793052673
client_5,12,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.5888195037841797,0.944599986076355
client_6,12,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.2273094654083252,0.9423999786376953
client_7,12,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.1901671886444092,0.944599986076355
client_8,12,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.2069928646087646,0.9438999891281128
client_9,12,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.3106064796447754,0.9380000233650208
client_10,12,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.1431756019592285,0.942799985408783
client_11,12,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.336017370223999,0.9422000050544739
client_12,12,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.238600254058838,0.9380000233650208
client_13,12,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.2414443492889404,0.9416999816894531
client_14,12,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.266420841217041,0.9437999725341797
client_15,12,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.0487031936645508,0.9412999749183655
client_16,12,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.039013147354126,0.945900022983551
client_17,12,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.0289256572723389,0.9437000155448914
client_18,12,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.0329346656799316,0.9434999823570251
client_19,12,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.0304570198059082,0.9416999816894531
client_20,12,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.0298922061920166,0.9435999989509583
client_1,13,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5131688117980957,0.9444000124931335
client_2,13,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.44527220726013184,0.9395999908447266
client_3,13,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6148772239685059,0.944599986076355
client_4,13,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.40070366859436035,0.946399986743927
client_5,13,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.3646979331970215,0.9466000199317932
client_6,13,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.0250020027160645,0.9445000290870667
client_7,13,"{0: 333, 1: 366, 2: 335, 3: 343, 4: 320, 5: 302, 6: 349, 7: 364, 8: 369, 9: 341}",1.0296554565429688,0.9460999965667725
client_8,13,"{0: 311, 1: 405, 2: 318, 3: 352, 4: 327, 5: 326, 6: 348, 7: 374, 8: 330, 9: 331}",1.0208351612091064,0.9460999965667725
client_9,13,"{0: 320, 1: 362, 2: 365, 3: 343, 4: 351, 5: 328, 6: 358, 7: 347, 8: 337, 9: 311}",1.0325794219970703,0.9401999711990356
client_10,13,"{0: 340, 1: 407, 2: 343, 3: 333, 4: 348, 5: 284, 6: 318, 7: 365, 8: 345, 9: 339}",1.0284738540649414,0.9438999891281128
client_11,13,"{0: 347, 1: 395, 2: 319, 3: 321, 4: 345, 5: 290, 6: 361, 7: 362, 8: 330, 9: 352}",1.0434281826019287,0.9434999823570251
client_12,13,"{0: 321, 1: 358, 2: 367, 3: 352, 4: 337, 5: 313, 6: 339, 7: 360, 8: 333, 9: 342}",1.0217537879943848,0.9390000104904175
client_13,13,"{0: 343, 1: 399, 2: 322, 3: 336, 4: 349, 5: 290, 6: 322, 7: 333, 8: 390, 9: 338}",1.0396485328674316,0.9440000057220459
client_14,13,"{0: 334, 1: 437, 2: 336, 3: 341, 4: 347, 5: 326, 6: 309, 7: 335, 8: 326, 9: 331}",1.01851224899292,0.9448000192642212
client_15,13,"{0: 348, 1: 382, 2: 339, 3: 317, 4: 328, 5: 320, 6: 321, 7: 363, 8: 363, 9: 341}",1.0318975448608398,0.9429000020027161
client_16,13,"{0: 366, 1: 417, 2: 355, 3: 336, 4: 343, 5: 285, 6: 323, 7: 343, 8: 312, 9: 342}",1.0277793407440186,0.9473999738693237
client_17,13,"{0: 327, 1: 410, 2: 340, 3: 363, 4: 328, 5: 303, 6: 337, 7: 340, 8: 313, 9: 361}",1.0344512462615967,0.9452000260353088
client_18,13,"{0: 343, 1: 354, 2: 380, 3: 327, 4: 338, 5: 303, 6: 355, 7: 375, 8: 305, 9: 342}",1.0250341892242432,0.9456999897956848
client_19,13,"{0: 326, 1: 410, 2: 337, 3: 355, 4: 286, 5: 322, 6: 331, 7: 384, 8: 323, 9: 348}",1.0403475761413574,0.9430000185966492
client_20,13,"{0: 358, 1: 414, 2: 347, 3: 348, 4: 341, 5: 296, 6: 308, 7: 366, 8: 310, 9: 334}",1.0403320789337158,0.9452000260353088
client_1,14,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.5184023380279541,0.946399986743927
client_2,14,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.43465113639831543,0.9401999711990356
client_3,14,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.6238489151000977,0.9463000297546387
client_4,14,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.4028034210205078,0.9480999708175659
client_5,14,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",1.3503222465515137,0.9485999941825867
client_6,14,"{0: 306, 1: 396, 2: 315, 3: 364, 4: 344, 5: 283, 6: 369, 7: 364, 8: 305, 9: 376}",1.0321333408355713,0.9452000260353088
